Statistics for ICV ML.  Version 1
Manager: RHEL64 W-2024.09-SP3-1.11364552 2025/02/11 
Flow=0
SharedRecipe=1
Subflows=Fill 
CMEM: 302.0.0 1145 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 103.86 0.01 0.01
CMEM: 303.0.0 1147 1064960:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 199.88 0.07 0.01
CMEM: 301.0.0 1141 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 9.81 0.83 0.00
CMEM: 304.0.0 1157 398988:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 11.23 0.82 0.00
CMEM: 305.0.0 1160 0:0 0:0 0:0 0:0 0:0 0:0 0:0 0:0:0:0 11.42 0.03 0.01
CMEM: 323.0.0 1221 0:0 70267:70267 70267:70267 34482:34482 34482:34482 70267:70267 34482:34482 3:2:0:2 41.99 0.20 0.14
CMEM: 315.0.0 1196 0:0 82332:82332 82332:82332 42275:42275 42275:42275 82332:82332 42275:42275 3:2:0:2 48.04 0.26 0.19
CMEM: 347.0.0 1296 0:0 88737:88737 88737:88737 88737:88737 88737:88737 88737:88737 88737:88737 3:2:0:2 37.10 0.09 0.05
CMEM: 307.0.0 1164 0:0 107812:107812 108396:108396 47264:47264 47499:47499 218065:218065 91706:91706 3:2:0:2 41.13 0.18 0.15
CMEM: 350.0.0 1307 0:0 81678:81678 81678:81678 81678:81678 81678:81678 81678:81678 81678:81678 3:2:0:2 37.40 0.07 0.05
CMEM: 353.0.0 1318 0:0 44282:44282 44282:44282 44282:44282 44282:44282 44282:44282 44282:44282 3:2:0:2 28.71 0.04 0.03
CMEM: 331.0.0 1246 0:0 29852:29852 29852:29852 18598:18598 18598:18598 29852:29852 18598:18598 3:2:0:2 36.46 0.10 0.06
CMEM: 356.0.0 1329 0:0 40300:40300 40300:40300 40300:40300 40300:40300 40300:40300 40300:40300 3:2:0:2 28.71 0.05 0.02
CMEM: 359.0.0 1340 0:0 5:5 5:5 5:5 5:5 5:5 5:5 3:2:0:2 19.82 0.02 0.00
CMEM: 4956.0.0 15283 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 4953.0.0 15275 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 339.0.0 1271 0:0 17522:17522 17522:17522 7480:7480 7480:7480 17522:17522 7480:7480 3:2:0:2 25.00 0.05 0.03
CMEM: 4950.0.0 15267 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.01 0.00
CMEM: 4042.0.0 12513 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 4039.0.0 12505 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 4036.0.0 12497 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 3128.0.0 9743 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 3125.0.0 9735 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 3122.0.0 9727 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 2214.0.0 6973 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 2211.0.0 6965 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 2208.0.0 6957 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 1300.0.0 4203 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 1297.0.0 4195 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 1294.0.0 4187 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 5729.0.0 17724 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5679.0.0 17556 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5704.0.0 17640 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 5654.0.0 17472 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5604.0.0 17304 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5629.0.0 17388 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 5579.0.0 17220 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5554.0.0 17136 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 5529.0.0 17052 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5504.0.0 16968 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 5479.0.0 16884 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5429.0.0 16716 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5454.0.0 16800 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 5404.0.0 16632 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 5379.0.0 16548 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 344.0.0 1292 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 336.0.0 1267 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.35 0.00 0.00
CMEM: 328.0.0 1242 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 320.0.0 1217 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.48 0.00 0.00
CMEM: 312.0.0 1192 0:0 0:0 0:0 0:0 0:0 0:0 0:0 1:0:0:0 10.15 0.00 0.00
CMEM: 360.0.0 1345 0:0 5:5 5:5 5:5 5:5 5:5 5:5 1:1:0:1 19.62 0.02 0.00
CMEM: 316.0.0 1201 0:0 82332:82332 82332:82332 42275:42275 42275:42275 82332:82332 42275:42275 1:1:0:1 25.88 0.06 0.03
CMEM: 308.0.0 1176 0:0 103128:103128 103712:103712 42580:42580 42815:42815 213381:213381 87022:87022 1:1:0:1 27.83 0.16 0.08
CMEM: 317.0.0 1206 0:0 60857:60857 60857:60857 42275:42275 20800:20800 60857:60857 20800:20800 1:1:0:1 21.02 0.08 0.03
CMEM: 324.0.0 1226 0:0 70267:70267 70267:70267 34482:34482 34482:34482 70267:70267 34482:34482 1:1:0:1 25.88 0.05 0.02
CMEM: 309.0.0 1181 0:0 96560:96560 97144:97144 42580:42580 36247:36247 206813:206813 80454:80454 1:1:0:1 23.23 0.06 0.04
CMEM: 332.0.0 1251 0:0 29852:29852 29852:29852 18598:18598 18598:18598 29852:29852 18598:18598 1:1:0:1 22.97 0.03 0.01
CMEM: 325.0.0 1231 0:0 53081:53081 53081:53081 34482:34482 17296:17296 53081:53081 17296:17296 1:1:0:1 23.92 0.04 0.03
CMEM: 333.0.0 1256 0:0 18451:18451 18451:18451 18598:18598 7197:7197 18451:18451 7197:7197 1:1:0:1 18.08 0.02 0.01
CMEM: 373.0.0 1381 0:0 5:5 5:5 5:5 5:5 5:5 5:5 1:1:0:1 11.01 0.00 0.00
CMEM: 374.0.0 1384 0:0 5:5 5:5 5:5 5:5 5:5 5:5 1:1:0:1 10.68 0.00 0.00
CMEM: 340.0.0 1276 0:0 17522:17522 17522:17522 7480:7480 7480:7480 17522:17522 7480:7480 1:1:0:1 24.03 0.03 0.01
